GENDER,AGE,MARITAL_STATUS,PROFESSION
M,33,Unspecified,Professional
M,19,Single,Other
M,19,Single,Other
M,30,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
M,27,Married,Other
M,35,Married,Executive
M,35,Married,Executive
M,29,Single,Professional
F,26,Single,Other
F,26,Single,Other
F,26,Single,Other
M,29,Single,Trades
M,29,Single,Trades
M,40,Single,Executive
M,40,Single,Executive
M,40,Single,Executive
M,22,Single,Other
F,34,Married,Executive
F,34,Married,Executive
F,34,Married,Executive
F,34,Married,Executive
F,25,Married,Other
M,26,Single,Professional
M,26,Single,Professional
M,21,Single,Professional
F,30,Married,Executive
F,54,Married,Retail
F,38,Married,Executive
M,27,Single,Professional
F,43,Married,Other
F,36,Married,Other
F,36,Married,Other
M,36,Married,Sales
F,56,Married,Retired
M,25,Married,Other
M,29,Single,Student
M,29,Single,Student
F,27,Married,Other
F,29,Single,Other
M,29,Single,Other
M,29,Single,Other
M,29,Single,Other
M,41,Married,Executive
F,44,Married,Other
M,43,Married,Executive
M,43,Married,Executive
F,45,Married,Other
M,28,Single,Trades
F,37,Married,Other
F,39,Single,Professional
M,29,Married,Sales
M,25,Single,Other
F,20,Single,Other
M,39,Single,Sales
F,42,Married,Other
M,38,Married,Other
M,38,Married,Other
M,36,Single,Professional
M,36,Single,Professional
M,36,Single,Professional
M,23,Single,Other
M,23,Single,Other
M,29,Single,Trades
M,29,Single,Trades
M,22,Single,Other
M,58,Married,Trades
M,58,Married,Trades
M,28,Single,Other
M,28,Single,Other
M,20,Single,Other
M,20,Single,Other
M,58,Married,Other
M,28,Single,Other
M,20,Single,Student
M,38,Married,Other
F,45,Married,Other
F,40,Unspecified,Hospitality
M,28,Married,Professional
M,35,Married,Sales
F,25,Single,Retail
F,32,Single,Professional
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
M,36,Married,Other
M,36,Married,Other
M,36,Married,Other
F,30,Married,Other
F,30,Married,Other
F,33,Married,Hospitality
M,51,Married,Other
M,51,Married,Other
M,51,Married,Other
F,55,Married,Retired
F,40,Married,Other
M,28,Single,Trades
M,41,Married,Executive
M,43,Married,Other
M,43,Married,Other
M,36,Married,Executive
M,20,Single,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
M,25,Single,Trades
M,25,Single,Trades
F,36,Married,Other
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
M,41,Married,Professional
M,41,Married,Professional
M,36,Married,Sales
M,46,Married,Professional
M,46,Married,Professional
M,46,Married,Professional
F,22,Single,Professional
F,22,Single,Professional
F,22,Single,Other
F,46,Married,Other
F,24,Married,Other
F,24,Married,Other
F,30,Married,Hospitality
F,30,Married,Hospitality
F,26,Single,Other
M,22,Single,Student
M,36,Married,Trades
M,36,Married,Trades
M,36,Married,Trades
M,36,Married,Trades
M,27,Married,Other
F,36,Married,Professional
M,31,Married,Other
M,23,Single,Sales
M,23,Single,Sales
M,24,Single,Other
M,24,Single,Other
F,34,Married,Hospitality
M,42,Married,Other
M,42,Married,Other
M,24,Single,Sales
M,23,Single,Sales
M,34,Single,Executive
M,25,Married,Professional
M,25,Married,Professional
M,25,Married,Professional
M,25,Married,Professional
F,34,Unspecified,Other
F,34,Unspecified,Other
F,34,Unspecified,Other
M,26,Married,Other
M,25,Single,Other
F,68,Married,Other
M,30,Married,Trades
M,35,Married,Trades
M,27,Single,Professional
M,50,Married,Professional
M,50,Married,Professional
M,50,Married,Professional
M,34,Married,Executive
M,51,Unspecified,Other
M,30,Married,Executive
M,30,Married,Executive
M,22,Single,Sales
F,41,Married,Other
F,41,Married,Other
M,25,Married,Other
M,25,Married,Other
M,25,Married,Other
M,45,Married,Professional
M,45,Married,Professional
M,45,Married,Professional
M,45,Married,Professional
F,46,Married,Executive
M,25,Married,Other
M,54,Married,Retired
M,54,Married,Retired
M,25,Single,Sales
M,25,Single,Sales
M,25,Single,Sales
M,25,Single,Sales
M,27,Single,Retail
F,25,Married,Other
F,58,Married,Other
F,45,Married,Executive
F,43,Married,Other
F,45,Married,Sales
M,27,Single,Professional
M,40,Married,Executive
M,40,Married,Executive
M,40,Married,Executive
M,17,Single,Student
M,17,Single,Student
M,30,Unspecified,Professional
M,30,Unspecified,Professional
M,30,Single,Other
F,22,Single,Other
F,44,Unspecified,Hospitality
F,33,Married,Executive
F,33,Married,Executive
M,44,Single,Sales
F,36,Married,Professional
F,59,Married,Other
F,59,Married,Other
F,59,Married,Other
F,59,Unspecified,Hospitality
M,50,Unspecified,Other
M,50,Unspecified,Other
M,50,Unspecified,Other
M,42,Married,Trades
M,42,Married,Trades
M,42,Married,Trades
M,32,Married,Other
M,34,Single,Other
M,34,Single,Other
M,34,Single,Other
F,62,Married,Retired
M,24,Single,Sales
M,24,Single,Sales
M,37,Married,Trades
M,37,Married,Trades
M,37,Married,Trades
M,37,Married,Trades
M,37,Married,Trades
F,37,Single,Professional
M,30,Married,Sales
M,30,Married,Sales
F,24,Single,Retail
F,22,Single,Other
F,22,Single,Other
F,34,Married,Other
F,34,Married,Other
M,22,Single,Other
M,22,Single,Other
M,51,Married,Professional
M,51,Married,Professional
F,33,Unspecified,Other
F,33,Unspecified,Other
F,46,Married,Hospitality
F,46,Married,Hospitality
F,46,Married,Hospitality
F,38,Married,Professional
M,42,Married,Retired
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
M,22,Single,Trades
M,40,Married,Sales
M,40,Married,Sales
M,40,Married,Sales
M,40,Married,Sales
M,27,Single,Professional
M,27,Single,Professional
M,41,Married,Sales
M,41,Married,Sales
F,38,Unspecified,Hospitality
F,38,Unspecified,Hospitality
M,45,Married,Trades
M,45,Married,Trades
M,45,Married,Trades
M,39,Married,Sales
F,40,Married,Other
F,40,Married,Other
F,35,Married,Other
M,34,Single,Professional
M,34,Single,Professional
M,41,Married,Executive
M,57,Married,Professional
F,28,Single,Other
F,52,Married,Other
M,23,Single,Other
F,31,Married,Professional
F,31,Married,Professional
M,22,Single,Student
M,22,Single,Student
F,27,Single,Retail
F,25,Single,Retail
F,23,Single,Other
F,29,Single,Student
F,28,Single,Professional
F,36,Married,Executive
M,25,Single,Sales
M,44,Married,Retired
M,44,Married,Retired
M,44,Married,Retired
M,38,Single,Professional
M,38,Single,Professional
M,21,Single,Professional
M,33,Married,Other
M,33,Married,Other
M,35,Married,Other
F,46,Married,Other
F,35,Single,Professional
M,41,Married,Other
F,31,Single,Professional
M,22,Single,Executive
M,23,Single,Sales
M,23,Single,Sales
F,39,Married,Other
F,39,Married,Other
M,25,Unspecified,Other
M,25,Unspecified,Other
M,25,Unspecified,Other
F,36,Married,Other
F,50,Married,Other
F,30,Single,Professional
M,43,Married,Other
M,38,Married,Other
M,38,Married,Other
F,20,Married,Retail
F,20,Married,Retail
F,20,Married,Retail
F,20,Married,Retail
F,38,Single,Professional
F,38,Single,Professional
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,53,Married,Professional
F,53,Married,Professional
F,35,Unspecified,Hospitality
F,35,Unspecified,Hospitality
F,35,Unspecified,Hospitality
M,23,Single,Sales
M,23,Single,Sales
F,24,Single,Other
F,24,Single,Other
F,59,Married,Retired
F,28,Single,Other
F,28,Single,Other
F,46,Married,Other
F,46,Married,Other
F,46,Unspecified,Hospitality
M,28,Single,Professional
M,24,Single,Professional
M,46,Married,Other
M,46,Married,Other
M,46,Married,Other
M,22,Single,Retail
M,22,Single,Retail
M,23,Single,Other
M,23,Single,Other
F,24,Single,Hospitality
M,49,Married,Professional
M,49,Married,Professional
M,47,Married,Retired
M,47,Married,Retired
M,47,Married,Retired
M,47,Married,Retired
M,24,Single,Student
F,29,Single,Student
F,29,Single,Student
F,37,Single,Professional
M,21,Single,Trades
M,21,Single,Trades
F,22,Single,Retail
F,39,Married,Other
F,39,Married,Other
F,49,Married,Executive
M,24,Single,Student
F,32,Married,Other
M,38,Single,Professional
M,38,Single,Professional
M,38,Single,Professional
M,38,Single,Professional
F,37,Married,Executive
F,30,Married,Other
F,30,Married,Other
F,36,Single,Professional
F,33,Married,Other
M,31,Married,Other
M,31,Married,Other
F,53,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,21,Single,Retail
F,25,Single,Retail
M,26,Married,Professional
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
F,22,Married,Retail
F,22,Married,Retail
F,22,Married,Retail
F,22,Single,Hospitality
F,44,Married,Executive
F,33,Married,Other
M,25,Single,Trades
M,25,Single,Trades
M,19,Single,Sales
F,28,Single,Other
F,34,Married,Other
F,24,Single,Professional
M,21,Single,Sales
M,21,Single,Sales
F,19,Single,Other
M,29,Married,Professional
M,33,Married,Executive
M,33,Married,Executive
M,33,Married,Executive
M,33,Married,Executive
M,35,Married,Other
M,28,Married,Other
M,28,Married,Other
M,41,Married,Executive
M,41,Married,Other
F,41,Married,Other
F,41,Married,Other
F,41,Married,Other
M,53,Married,Other
M,53,Married,Other
M,48,Married,Professional
F,30,Unspecified,Other
F,30,Unspecified,Other
F,49,Married,Executive
F,24,Single,Other
M,46,Married,Trades
M,46,Married,Trades
F,29,Married,Other
F,21,Single,Retail
F,39,Married,Other
F,39,Married,Other
M,43,Unspecified,Other
M,22,Single,Professional
M,22,Single,Professional
M,32,Married,Executive
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
M,25,Single,Other
M,22,Single,Other
M,22,Single,Other
M,22,Single,Other
F,28,Single,Other
M,33,Married,Sales
F,29,Unspecified,Other
F,29,Unspecified,Other
F,29,Unspecified,Other
F,24,Single,Other
F,24,Single,Other
F,19,Single,Retail
M,32,Married,Sales
M,32,Married,Sales
M,32,Married,Sales
F,26,Single,Professional
M,26,Married,Other
M,39,Married,Other
F,22,Single,Other
F,22,Single,Other
M,42,Single,Other
M,31,Single,Trades
M,31,Single,Trades
M,31,Single,Trades
M,31,Single,Trades
F,37,Married,Other
F,37,Married,Other
F,37,Married,Other
F,48,Married,Executive
M,32,Single,Trades
M,32,Single,Trades
F,33,Married,Other
F,33,Married,Other
F,25,Single,Student
M,24,Single,Retail
M,35,Married,Other
M,35,Married,Other
M,47,Married,Retired
M,47,Married,Retired
F,28,Married,Professional
F,39,Single,Retail
F,34,Married,Executive
F,34,Married,Executive
F,43,Married,Other
M,44,Married,Trades
M,22,Single,Retail
M,29,Single,Other
M,29,Single,Other
M,29,Single,Other
M,31,Single,Other
M,44,Married,Other
F,42,Married,Sales
M,42,Married,Other
F,44,Married,Retired
M,41,Married,Other
F,58,Married,Other
F,33,Married,Executive
F,25,Married,Retail
F,66,Married,Other
M,25,Single,Retail
M,25,Single,Retail
F,28,Single,Other
M,25,Married,Sales
F,68,Married,Other
F,25,Married,Executive
M,20,Single,Student
M,30,Married,Executive
F,30,Married,Other
M,37,Married,Sales
M,37,Married,Sales
M,37,Married,Sales
F,33,Married,Other
F,33,Married,Other
F,38,Single,Other
F,45,Married,Executive
F,45,Married,Executive
F,45,Married,Other
F,24,Single,Student
F,29,Single,Professional
M,31,Married,Sales
M,31,Married,Sales
M,33,Unspecified,Professional
M,33,Unspecified,Professional
M,33,Single,Other
M,41,Married,Executive
F,35,Single,Professional
M,44,Married,Executive
M,44,Married,Executive
M,44,Married,Executive
M,39,Unspecified,Trades
M,20,Single,Sales
M,20,Single,Sales
F,29,Married,Other
F,29,Married,Other
M,28,Single,Other
F,50,Married,Other
F,50,Married,Other
M,30,Single,Other
M,30,Single,Other
M,40,Married,Sales
F,54,Unspecified,Sales
M,20,Single,Professional
M,20,Single,Professional
M,36,Married,Other
F,26,Single,Other
F,26,Single,Other
F,27,Single,Professional
M,24,Single,Trades
M,24,Single,Trades
F,41,Married,Other
M,52,Unspecified,Other
M,52,Unspecified,Other
F,31,Single,Retail
F,33,Married,Executive
M,31,Single,Trades
M,31,Single,Trades
M,36,Married,Other
M,30,Single,Professional
F,26,Single,Other
F,26,Married,Executive
M,59,Unspecified,Other
M,31,Married,Other
M,31,Married,Other
F,25,Single,Hospitality
F,25,Single,Hospitality
F,25,Single,Hospitality
F,52,Married,Retired
M,30,Married,Executive
M,28,Married,Other
M,28,Married,Other
F,36,Single,Retail
F,49,Unspecified,Hospitality
F,49,Unspecified,Hospitality
M,32,Married,Sales
M,32,Married,Sales
F,20,Married,Other
F,20,Married,Other
F,30,Single,Other
F,28,Single,Other
F,24,Single,Student
F,29,Married,Other
M,40,Married,Sales
M,43,Unspecified,Other
M,30,Single,Sales
M,30,Single,Sales
F,29,Single,Student
F,20,Single,Other
F,20,Single,Other
M,29,Single,Other
M,29,Single,Other
M,49,Unspecified,Other
M,49,Unspecified,Other
F,26,Single,Student
M,51,Married,Other
M,51,Married,Other
M,25,Single,Sales
M,25,Single,Sales
F,32,Unspecified,Professional
F,49,Unspecified,Hospitality
M,32,Married,Other
M,32,Married,Other
M,42,Married,Executive
M,22,Single,Other
M,37,Married,Sales
M,37,Married,Sales
F,38,Single,Professional
F,26,Single,Sales
F,28,Single,Other
M,43,Married,Trades
M,43,Married,Trades
M,36,Single,Professional
M,28,Single,Professional
M,28,Single,Professional
M,28,Single,Professional
M,29,Single,Trades
M,29,Single,Trades
F,21,Single,Other
M,27,Unspecified,Sales
F,30,Married,Other
F,30,Married,Other
M,34,Single,Trades
M,37,Married,Sales
F,34,Married,Other
M,26,Married,Sales
M,36,Married,Other
M,41,Married,Trades
M,41,Married,Trades
M,41,Married,Trades
F,41,Married,Other
M,45,Married,Retired
M,45,Married,Retired
M,45,Married,Retired
F,19,Single,Professional
M,47,Unspecified,Other
M,47,Unspecified,Other
F,35,Married,Executive
M,38,Married,Sales
F,33,Married,Executive
M,28,Single,Executive
M,38,Married,Trades
M,27,Single,Executive
M,27,Single,Executive
M,40,Married,Sales
M,53,Unspecified,Other
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
F,26,Single,Professional
F,48,Married,Hospitality
F,48,Married,Hospitality
F,68,Married,Retired
F,21,Single,Student
M,22,Single,Other
M,59,Married,Trades
M,59,Married,Trades
M,59,Married,Trades
M,36,Married,Other
M,34,Single,Other
M,29,Single,Sales
M,29,Single,Sales
M,42,Single,Executive
M,42,Single,Executive
M,42,Single,Executive
M,31,Married,Professional
M,31,Married,Professional
M,31,Married,Professional
M,31,Married,Professional
M,31,Married,Professional
M,30,Single,Other
M,30,Single,Other
M,30,Single,Other
M,30,Single,Other
M,30,Single,Other
F,23,Single,Other
F,23,Single,Other
F,28,Single,Other
F,25,Single,Professional
F,43,Married,Sales
F,43,Married,Sales
F,32,Married,Executive
F,45,Married,Other
F,45,Married,Other
F,31,Single,Professional
F,26,Single,Other
M,42,Single,Other
F,26,Married,Other
F,26,Married,Other
F,26,Married,Other
F,26,Married,Other
M,25,Unspecified,Sales
F,24,Single,Other
F,24,Single,Student
M,21,Single,Professional
M,21,Single,Professional
F,33,Married,Retail
F,33,Married,Retail
F,31,Married,Executive
F,31,Married,Executive
F,68,Married,Other
F,42,Unspecified,Hospitality
F,32,Married,Other
F,32,Married,Other
F,32,Married,Other
F,61,Married,Other
F,61,Married,Other
M,29,Single,Professional
M,29,Single,Professional
F,34,Married,Hospitality
F,29,Married,Retail
F,41,Married,Sales
F,36,Married,Professional
M,42,Single,Executive
F,37,Married,Other
M,37,Married,Executive
M,37,Married,Executive
M,37,Married,Executive
F,28,Single,Other
F,46,Married,Other
F,46,Married,Other
M,40,Married,Retired
M,40,Married,Retired
F,45,Married,Executive
F,26,Single,Student
F,52,Married,Other
M,37,Married,Other
F,23,Single,Other
F,23,Single,Other
F,29,Single,Other
M,45,Married,Retired
M,45,Married,Retired
M,45,Married,Retired
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
F,23,Single,Other
F,23,Single,Other
F,19,Single,Student
F,19,Single,Other
F,19,Single,Other
M,59,Married,Trades
M,59,Married,Trades
F,29,Single,Other
F,37,Married,Executive
F,25,Single,Sales
M,42,Unspecified,Trades
M,27,Single,Professional
M,27,Single,Professional
F,26,Married,Retail
F,29,Single,Student
F,21,Single,Student
F,50,Married,Retired
F,50,Married,Retired
M,39,Married,Other
M,20,Single,Other
M,20,Single,Other
F,41,Married,Other
M,26,Single,Retail
M,35,Single,Executive
M,35,Single,Executive
M,35,Single,Executive
F,26,Single,Other
M,20,Single,Professional
F,26,Single,Other
M,24,Single,Student
M,33,Married,Other
F,49,Married,Other
F,30,Married,Other
M,49,Unspecified,Trades
M,49,Unspecified,Trades
M,44,Married,Executive
F,54,Married,Retail
M,29,Single,Other
